,file_name,sine_wave,sine_freq,square_wave,square_freq,saw_wave,saw_freq,triangle_wave,triangle_freq,note,octave,note_octave,attack_duration,decay_duration,sustain_level,sustain_duration,release_duration
0,multi_D6_501,1,1179.5751794984592,0,0,1,1172.7748824980326,1,1177.2437068438828,D,6,D6,2.7700340631955407,2.4415254603007326,0.9527067100840706,1.8767932320877658,2.9116472444159602
1,multi_G3_502,1,201.89384605575063,1,204.1621851710574,1,202.6672351740195,0,0,G,3,G3,1.4916061512603493,4.1153351642983855,0.4063522902006962,3.9097728218272896,0.48328586261397466
2,multi_F9_503,0,0,1,11171.511922099236,0,0,1,11174.449230512999,F,9,F9,2.765577574818807,2.150529696606237,0.7513128611977652,1.715164642993348,3.36872808558161
3,multi_C8_504,0,0,1,4188.632427285921,0,0,1,4179.628341272118,C,8,C8,3.7704703641521076,1.1054321756907055,0.4749210384560224,2.4823027906324393,1.6492186947796155
4,multi_D8_505,1,4689.92302719981,0,0,0,0,0,0,D,8,D8,0.1846155651235898,2.9514254576336416,0.2048134388888997,0.2666103988907076,2.078017907949726
5,multi_G♯5_506,1,838.2267479828232,0,0,0,0,0,0,G♯,5,G♯5,2.2037462724459345,2.9358945699623606,0.21918128863205488,2.9960044272033413,1.8643547303883619
6,multi_C♯2_507,1,69.47064728223697,0,0,0,0,1,70.29261780518581,C♯,2,C♯2,2.210285790510139,2.5254634702495045,0.5992801292508372,2.9470894451432565,2.3171612940970987
7,multi_A5_508,1,871.4861438928702,1,873.7637199837251,1,883.155567197975,0,0,A,5,A5,1.452730254521546,2.1563365192482706,0.8721604225240511,3.066082835194487,3.3248503910356972
8,multi_B8_509,0,0,1,7893.588705204119,1,7901.482132745722,1,7894.205526244168,B,8,B8,0.62398366188606,0.3824798761365611,0.03840883779203941,0.5882039424438956,3.8429975574523456
9,multi_C9_510,0,0,1,8373.574708765871,1,8376.07599806184,1,8368.268762894379,C,9,C9,3.966055940579828,1.4477351627574158,0.007732913716697487,1.464700306999069,0.5212163855810431
10,multi_F3_511,0,0,0,0,1,175.8999003414517,0,0,F,3,F3,3.1607363995299984,2.3404608154491333,0.20380978122518478,0.08519238465796664,0.6309278832045451
11,multi_F♯6_512,1,1488.1112450016767,0,0,0,0,0,0,F♯,6,F♯6,2.411511377334579,2.332526265806589,0.5366670567777165,1.6355239529958314,3.6204384038630018
12,multi_F9_513,1,11173.910828618555,0,0,0,0,0,0,F,9,F9,3.757016643975921,2.3725966964897993,0.2139304935643891,1.152085086141487,2.718301573392792
13,multi_F1_514,0,0,0,0,1,35.16469697373358,0,0,F,1,F1,2.0511252325510894,2.2414758913591304,0.6717295071595137,0.06545084951276758,0.009881775649033808
14,multi_A9_515,0,0,0,0,1,14073.011655988308,0,0,A,9,A9,2.5309493343825364,1.757017754895852,0.43967484299647297,0.25415179904398955,2.5324722362490997
15,multi_D2_516,0,0,0,0,1,70.8525765675375,0,0,D,2,D2,3.1508224318176485,1.4802507403284588,0.012928294745358615,2.689220954460753,2.679705873393139
16,multi_G♯2_517,0,0,1,108.16476536108986,1,96.96088072908435,1,95.74722380744888,G♯,2,G♯2,4.728218006220562,3.329191878472285,0.7805314571052558,0.2818221011506894,1.6471347148441184
17,multi_F♯7_518,0,0,0,0,0,0,1,2953.2568097957346,F♯,7,F♯7,2.2383216618189787,0.33978350706336813,0.474453333355105,3.5632740149978592,1.4760692082651783
18,multi_F♯8_519,0,0,0,0,1,5913.778010630814,1,5924.876612930533,F♯,8,F♯8,2.3259977803531933,2.9991952817609135,0.021685468471989933,1.6404437323427312,3.034363205543161
19,multi_C♯7_520,0,0,1,2212.8826453116485,1,2214.3879875974944,0,0,C♯,7,C♯7,2.0448739417683766,3.4239832825823107,0.4381497492396953,1.2423161248014751,3.2888266508478377
20,multi_F2_521,0,0,1,94.27908039384944,1,89.54494312181015,1,80.81789755729842,F,2,F2,0.1584862823944927,3.2808855659600047,0.04635890417772448,2.9047885097228314,1.1479334939448576
21,multi_E6_522,1,1321.4788412119144,0,0,0,0,1,1325.6705959842636,E,6,E6,0.39211224785410503,2.032555048798495,0.5140921277062706,2.587571189716995,0.48927789349125894
22,multi_C4_523,0,0,0,0,1,259.09732937017714,0,0,C,4,C4,2.3129573516934627,4.1632569278680975,0.035016914390864295,0.4857725740041008,0.17400650479158564
23,multi_C9_524,0,0,0,0,0,0,1,8371.047608345443,C,9,C9,2.60197216501075,0.5608603163119119,0.054349027401855876,0.08711894936279607,2.694949050693203
24,multi_A4_525,0,0,1,444.3371871356933,1,439.10769220216497,1,447.1035289714038,A,4,A4,0.22243860304612673,4.296764842200146,0.4397599191188266,2.202477571443826,2.513918779355971
25,multi_E8_526,0,0,1,5280.426428645568,1,5269.3144558108625,1,5267.285382924306,E,8,E8,3.4822406396124728,2.0422427601214292,0.34796918244978847,3.0323989124757933,0.05571162881070624
26,multi_E2_527,1,83.07855713940226,0,0,1,76.09658347224143,1,88.14746673057935,E,2,E2,4.825106465610499,1.637301687472168,0.08146388711380492,2.5009783995832335,0.9887587573254869
27,multi_C♯2_528,0,0,1,74.4872004085897,1,66.9258675322836,1,77.29512666891023,C♯,2,C♯2,3.551279233181174,0.03877698674031672,0.6212025811980988,3.3446411356724917,3.065302644406019
28,multi_A3_529,0,0,0,0,0,0,1,216.32155459868898,A,3,A3,0.8835589830156909,2.1684710083840275,0.46105263078309966,0.30911919540138444,2.241008804387019
29,multi_G♯8_530,0,0,0,0,1,6639.569691223431,1,6650.117941264032,G♯,8,G♯8,1.6164387383207923,3.3542825846245505,0.11049236036512722,0.8711913903392615,3.2953574733248168
30,multi_D♯6_531,0,0,1,1250.3841721217934,0,0,0,0,D♯,6,D♯6,3.6884289473222878,1.1856429430986077,0.9919359942021556,1.9391138430532995,3.1868142665258037
31,multi_C2_532,0,0,1,56.90283271284554,1,58.84302958930063,0,0,C,2,C2,4.161820685882181,0.5617448820145632,0.6151715072663633,0.4407188591927763,4.125964513168559
32,multi_C4_533,0,0,0,0,1,257.7044298715732,1,268.61202335994255,C,4,C4,2.571562007205282,0.9103618403386508,0.8981767642173978,3.3281820937680133,3.1898940586880546
33,multi_F2_534,0,0,0,0,1,95.65271876565863,0,0,F,2,F2,2.173285152215833,3.5995977657070837,0.09751054688523986,0.46708996235742817,3.4976340125121377
34,multi_G4_535,1,385.91173911059406,0,0,1,389.57673497087865,0,0,G,4,G4,0.5133177948298961,0.7662740285701419,0.6231143042321902,3.987708394500233,0.09210056217534235
35,multi_C♯8_536,1,4435.530477434909,1,4442.065853272015,0,0,1,4428.540256230836,C♯,8,C♯8,2.8955788111710525,0.5023453963240231,0.13121649453197715,3.211526231891555,3.3905495606133695
36,multi_G5_537,0,0,1,782.8782470482847,1,790.9590902044148,0,0,G,5,G5,0.7870118644991925,1.0297270007707988,0.7741022447528364,0.5767621595562517,1.7357527373278576
37,multi_A2_538,0,0,1,104.34949868831467,0,0,0,0,A,2,A2,0.4013452363389497,0.2905939732321122,0.05705866528936998,0.1930464390337422,3.482206729792037
38,multi_B6_539,0,0,1,1967.2045428150368,0,0,1,1971.7643772403273,B,6,B6,1.9714069504184986,3.127459298715289,0.0559047629729148,3.617969606163523,1.2831641447026898
39,multi_G♯5_540,0,0,1,829.6496639186806,1,828.79523779942,1,822.9794411202213,G♯,5,G♯5,0.9416893404497029,2.987433257169698,0.2615730566301424,0.006201651183087575,3.9854747403317123
40,multi_G♯4_541,1,413.1633380572811,1,421.79781034349753,0,0,0,0,G♯,4,G♯4,2.2251788704373903,2.7061986437036203,0.22341033960631207,4.027191017332606,1.041431468526383
41,multi_E4_542,0,0,1,323.7712654532477,0,0,1,335.0919107487023,E,4,E4,0.6295803044754317,1.0402621278984014,0.6576064650353014,4.173271236280824,3.8039303010203835
42,multi_E7_543,0,0,1,2643.035916279078,1,2639.2668274878897,1,2632.452766721571,E,7,E7,4.286851164323029,3.003874598425684,0.8946551835819238,1.6554202895371155,0.49193902931759625
43,multi_C9_544,1,8376.860332209502,0,0,1,8372.454427207409,1,8368.090449984198,C,9,C9,2.2624433774751513,2.74605250384278,0.26331630254858196,2.8711546082696358,2.1203495104124315
44,multi_F♯2_545,1,100.6488264870822,1,93.04781836790616,0,0,0,0,F♯,2,F♯2,1.7417100504549219,3.122614465922064,0.08661478403314493,0.7537098064591181,4.381965677163896
45,multi_A2_546,1,118.86590772061277,0,0,1,114.52475299920047,0,0,A,2,A2,2.2027924488062505,3.341722909185206,0.7371142681175059,2.0736298390809935,1.5507941781516688
46,multi_G7_547,0,0,0,0,1,3128.4919745569523,0,0,G,7,G7,0.08585918719248242,3.266714092622165,0.49250657158596356,3.4296843702098236,0.33946618798417205
47,multi_G1_548,0,0,1,56.4748675666043,0,0,0,0,G,1,G1,3.5985118354395325,4.20147164448075,0.17917957572618826,0.9601679558190139,1.2398485642607042
