,file_name,sine_wave,sine_freq,square_wave,square_freq,saw_wave,saw_freq,triangle_wave,triangle_freq,note,octave,note_octave,attack_duration,decay_duration,sustain_level,sustain_duration,release_duration
0,multi_E3_1,1,167.81995016737042,1,170.00194916593003,0,0,1,163.84941495539687,E,3,E3,0.7290261249720459,0.09372392319305922,0.6698766340527129,0.3531230965365745,1.3160964799443875
1,multi_E9_2,1,10556.014933120308,0,0,0,0,1,10554.851711506495,E,9,E9,2.7219459415042455,3.0373004532447467,0.9847822723323874,2.4834774461294473,1.7572761591215624
2,multi_A4_3,0,0,0,0,0,0,1,433.85627523715516,A,4,A4,2.526585716228673,0.8925278382688862,0.2840856611747593,2.305017534584069,0.798155165968073
3,multi_A♯3_4,1,235.41236375408005,1,237.41897143105527,0,0,1,229.08629813584812,A♯,3,A♯3,2.1388442428142076,3.5396542062485175,0.13678566533602232,0.8416365289245094,3.479865022012767
4,multi_C♯8_5,1,4430.224216489594,1,4426.41415544282,1,4441.8964993598875,0,0,C♯,8,C♯8,2.659790677905537,3.3422336816900398,0.5913899309986582,1.505320833740339,2.492654806664084
5,multi_D♯2_6,0,0,1,85.62560706756362,0,0,0,0,D♯,2,D♯2,2.05892727993336,0.9070580173985665,0.7615692864556036,1.9192392400197356,4.8981552204340435
6,multi_A♯3_7,1,240.73976330995572,1,227.21637816673325,1,233.42392688708333,0,0,A♯,3,A♯3,2.344385438537094,2.601974447972842,0.8694013390117803,3.049821295685043,2.0038188178050214
7,multi_C5_8,0,0,1,519.214688732667,0,0,0,0,C,5,C5,2.5161427211274647,3.5426809816917055,0.5856804861886635,0.8913061219233854,3.0498701752574453
8,multi_B4_9,0,0,1,502.02519470646,1,491.8437972677263,0,0,B,4,B4,3.641986096331916,0.532561647691096,0.016461976929512123,1.8507331288194755,1.3455165924767432
9,multi_B2_10,1,120.6768059332451,0,0,1,130.888476064934,0,0,B,2,B2,0.48624813695879454,0.5743610572582875,0.5258952329738087,2.2525300865726394,0.05546784654277881
10,multi_D♯4_11,1,302.2123474780766,0,0,1,302.62553394403915,1,316.8050019236619,D♯,4,D♯4,0.5738379948766884,2.9053012851770914,0.7219881581018844,3.8417369717159824,2.679123748230238
11,multi_E2_12,1,89.21433932223633,1,82.25432211223497,0,0,1,86.39588862782468,E,2,E2,1.6859911314005416,2.088729341686043,0.9988439122017928,0.1326196717892264,1.1794323864025247
12,multi_B1_13,1,67.24329447464743,1,63.84461129415392,1,65.53431897107677,0,0,B,1,B1,0.3257529025474043,1.4835231890174092,0.3714370103989725,4.281047790537888,3.9096761178972983
13,multi_C♯4_14,1,277.4970258584287,1,270.97516002860857,0,0,0,0,C♯,4,C♯4,3.6966306107742266,2.429434405152884,0.026931767216624602,2.3241420061130276,1.5497929779598618
14,multi_C4_15,0,0,1,254.38224472494392,1,265.88100496155937,0,0,C,4,C4,0.20851262243572682,2.8570856926457453,0.13073546376496448,2.637788600447868,4.2966130844706605
15,multi_G♯3_16,1,212.155288704095,0,0,1,208.5006174766076,0,0,G♯,3,G♯3,3.0507345370267944,2.804968733198617,0.7940936536432982,2.502204438715008,1.6420922910595803
16,multi_F♯6_17,1,1472.8088887893555,1,1474.2052097657847,0,0,1,1481.9796550951244,F♯,6,F♯6,2.159388451850877,1.6695778681273599,0.8874390994060596,1.4916065528175397,1.8265443611747667
17,multi_C♯8_18,0,0,1,4439.540208170389,1,4434.52718735129,1,4433.333812212205,C♯,8,C♯8,3.2525860457315563,2.3641480917015985,0.26269139316221124,0.6023918242120545,3.7808740383547907
18,multi_D9_19,1,9399.16413895948,0,0,1,9403.427387214673,1,9404.25808709102,D,9,D9,2.9236195373135736,2.4708464596848287,0.005806631184333888,2.2405882713054113,2.364945731696188
19,multi_A7_20,1,3514.3962078873183,0,0,0,0,0,0,A,7,A7,3.320420655946194,2.896414899447292,0.30144464074063515,1.5399900851304031,2.2431743594761104
20,multi_A♯9_21,0,0,0,0,1,14917.18424120123,0,0,A♯,9,A♯9,1.8842945852831716,3.400241203591755,0.5457125406385558,3.601985121917285,1.113479089207788
21,multi_E3_22,1,157.09035112380832,1,169.8690466905724,0,0,1,170.4049580986035,E,3,E3,1.835064807075169,2.2859389614032684,0.6632280086462761,3.4209578915845156,0.7319266198700841
22,multi_E5_23,1,661.8096152992132,0,0,0,0,1,663.7059957157584,E,5,E5,2.9297400445905657,2.8963944596986293,0.8012757414983505,2.8997555834200868,1.2741099122907193
23,multi_E7_24,1,2640.7845504149673,1,2638.385668855638,0,0,1,2636.1907898077066,E,7,E7,1.9929286912363002,2.2249333150936974,0.772820362380405,3.5480379062786227,0.06309615961404891
24,multi_F♯2_25,1,96.96591558354442,1,95.42384372125565,0,0,0,0,F♯,2,F♯2,2.599608986948312,2.3850759709202083,0.07267241192931428,1.9217374407360646,3.0935776013954155
25,multi_C♯5_26,0,0,1,545.6010608604603,0,0,1,554.1038387141027,C♯,5,C♯5,3.7685031802564883,3.02998987283951,0.27469365133902224,1.2906211007672483,1.9108858461367533
26,multi_G♯9_27,1,13285.236055528034,0,0,1,13289.052260835066,1,13297.763560493813,G♯,9,G♯9,1.6091924593881202,4.815407046527124,0.20813475105853496,0.2935304942493644,1.740009164685885
27,multi_E1_28,1,43.273651677586436,0,0,0,0,1,43.8151988588024,E,1,E1,2.8059724482376245,2.9092284184318364,0.17136567535183622,3.9585223429880165,0.32627679034252116
28,multi_D♯8_29,1,4977.074132800478,0,0,0,0,1,4986.746998172889,D♯,8,D♯8,3.0687673321862463,0.38857014237882626,0.4292999537710773,0.286268113960057,2.5331163488862023
29,multi_F♯9_30,1,11844.551763851392,1,11846.665051954771,1,11844.294917956635,0,0,F♯,9,F♯9,2.9447840956649953,3.0332753460409263,0.7323018321151992,0.7050010399421153,1.4117921188967215
30,multi_A♯3_31,1,226.1076197289225,0,0,0,0,1,225.28160812520747,A♯,3,A♯3,3.5684970639976608,1.6832144374391098,0.9054363722472732,2.793800646845193,1.954487851718037
31,multi_G1_32,0,0,1,51.784515765044716,0,0,1,48.59838299022119,G,1,G1,1.5928194995214018,3.570901137166466,0.30691528584388794,0.698856355403007,2.6800447164485397
32,multi_B5_33,0,0,1,995.9216361523083,0,0,1,988.8384414538671,B,5,B5,3.418456723210397,4.003721209644684,0.9458622299282836,0.7915827850915569,1.786239282053363
33,multi_G4_34,1,398.07199101772085,1,400.29673501301966,1,389.05005582860076,0,0,G,4,G4,0.5922095760012053,2.239338122569307,0.1089166615372269,0.04814210887798376,2.452444900066984
34,multi_B5_35,1,985.7024794938563,1,980.2295839568671,1,993.6334748557326,0,0,B,5,B5,0.07779980373939954,4.793539870418,0.12125278278297857,2.6151828340551684,2.513477491787432
35,multi_C♯1_36,0,0,1,30.407460543306968,0,0,1,39.36536698028658,C♯,1,C♯1,1.2990512449001594,3.669149088112144,0.4022804535239999,1.155214886679213,3.8765847803084843
36,multi_G7_37,1,3127.5588637900564,1,3132.832944172634,0,0,0,0,G,7,G7,0.8906467348996403,3.231819747346842,0.16326946676046628,4.009307979672369,1.8682255380811479
37,multi_G♯3_38,1,209.27974657083317,0,0,0,0,1,198.81813966300984,G♯,3,G♯3,3.1691382601930482,2.9157180204342823,0.09986613989133286,3.637255061812531,0.2778886575601371
38,multi_C♯8_39,1,4433.544840814709,1,4427.2000083853845,1,4435.837508750871,0,0,C♯,8,C♯8,2.9912369213277885,1.4063395642245147,0.3943636602372673,1.5631747899767012,0.4834621482166679
39,multi_G♯5_40,1,835.8265850976182,0,0,0,0,0,0,G♯,5,G♯5,0.4609599016286564,4.328696232376085,0.8770441265593025,0.04101313585232913,3.7126969641188894
40,multi_C♯2_41,0,0,1,74.15176057156899,1,72.75491231926088,1,62.435210735094024,C♯,2,C♯2,2.6115062012901404,0.7318280112484427,0.03716565921401138,2.5846980856339217,3.5428951105485638
41,multi_F9_42,0,0,1,11168.903246845268,1,11166.384845772638,1,11166.87055052019,F,9,F9,2.380094936126629,2.52807993427485,0.23044349295534516,2.3184834677813213,2.7733416618172
42,multi_A♯4_43,1,457.1953676597804,0,0,1,461.2334454120623,0,0,A♯,4,A♯4,2.712110543929113,3.803546778595476,0.7491996553411803,0.9645006916793047,2.5198419857961056
43,multi_C♯1_44,0,0,0,0,1,33.940255222121365,1,27.795581808145393,C♯,1,C♯1,2.778458668054613,0.5658005720414266,0.2776510540128868,3.222894281535878,1.3885966150244844
44,multi_D♯6_45,1,1247.7107576528147,0,0,1,1248.8664381676056,1,1253.006562356071,D♯,6,D♯6,0.8772393875062231,3.9502325227890305,0.09926738197461704,1.4609055869719634,3.7116225027327827
45,multi_D♯8_46,1,4979.084200895687,0,0,0,0,1,4979.139769999735,D♯,8,D♯8,0.6512371143026555,3.2271494441261126,0.635187995940434,2.9971866966472382,3.124426744923994
46,multi_D♯4_47,1,302.5818284258505,1,314.84511445767464,1,310.42969210153933,0,0,D♯,4,D♯4,1.1704095386433533,1.4073445192229805,0.7197580340308114,3.1660257914363927,4.256220150697274
47,multi_F2_48,1,79.3675942565404,0,0,1,84.48882426730803,1,86.52572713533242,F,2,F2,2.398755898449786,2.680548155612879,0.640157250723868,2.2522352597660285,2.668460686171307
48,multi_F7_49,0,0,0,0,1,2797.83153404224,0,0,F,7,F7,0.4060989034890017,0.723587462177705,0.7725302318578744,3.9353529860750456,1.0503513917623035
49,multi_G♯4_50,0,0,0,0,1,420.87134812214003,0,0,G♯,4,G♯4,2.7128159379140744,3.706855810180686,0.4899370699195382,2.318671768770144,0.9159901762937611
